"This is My Default %s Address","Ceci est mon adresse de <strong>%s</strong> par défaut"
"To Cart","Vers le panier"
"Total","Total"
"Type","Type"
"Unknown","Inconnu"
"Unsubscribe from Newsletter","Se désinscrire de la newsletter"
"Update","Mettre à jour"
"Update customer address data","Modifier les données de l'adresse client"
"Update customer data","Modifier les données du client"
"Use as My Default %s Address","Utiliser comme adresse <strong>%s</strong> par défaut"
"Use as My Default Billing Address","Utiliser comme adresse de facturation par défaut"
"Use as My Default Shipping Address","Utiliser comme adresse de livraison par défaut"
"Use as my default billing address","Utiliser comme adresse de facturation par défaut"
"Use as my default shipping address","Utiliser comme adresse de <strong>livraison</strong> par défaut"
"User description","Description utilisateur"
"View","Voir"
"View Order","Visualiser"
"Visible In","Visible dans"
"Visitor","Visiteur"
"Visitors Only","Visiteurs seulement"
"Website","Site web"
"Welcome Email","Email de bienvenue"
"Wishlist","Liste d'envies"
"Wishlist - %d item(s)","Liste d'envies - %d article(s)"
"Wrong confirmation key.","Clé de confirmation erronée."
"Wrong customer account specified.","Le compte client spécifié est erroné."
"Wrong email.","Email erroné."
"Wrong transactional account email type.","Le type d'email de compte transactionnel est erroné."
"XML","XML"
"YYYY","AAAA"
"Year","Année"
"Yes","Oui"
"You are currently not subscribed to any newsletter.","Vous n'êtes abonné à aucune newsletter."
"You are currently not subscribed to our newsletter.","Vous n'êtes pas abonné(e) à notre newsletter"
"You are currently subscribed to 'General Subscription'.","Vous êtes abonné à 'Abonnement général'"
"You are currently subscribed to our newsletter.","Vous êtes abonné(e) à notre newsletter"
"You are now logged out","Vous vous êtes déconnecté(e)."
"You have logged out and will be redirected to our homepage in 5 seconds.","Vous vous êtes déconnecté(e) et vous serez redirigé(e) vers la page d'accueil dans 5 secondes."
"You have no additional address entries in your address book.","Vous n'avez pas d'entrées supplémentaires dans votre carnet d'adresses."
"You have no additional entries in your address book.","Vous n'avez pas d'entrées supplémentaires dans votre carnet d'adresses"
"You have no default billing address in your address book.","Vous n'avez pas d'adresse de facturation par défaut dans votre carnet d'adresses."
"You have no default entries in your address book.","Vous n'avez pas d'entrée par défaut dans votre carnet d'adresses"
"You have no default shipping address in your address book.","Vous n'avez pas d'adresse de livraison par défaut dans votre carnet d'adresses."
"You have not set a default billing address.","Vous n'avez pas spécifié d'adresse de facturation par défaut."
"You have not set a default shipping address.","Vous n'avez pas spécifié d'adresse de livraison par défaut."
"You have placed no orders yet.","Vous n'avez pas encore passé de commande."
"You have placed no products yet.","Vous n'avez pas encore choisi de produit."
"Your account balance is: %s","Le solde de votre compte est de : <strong>%s</strong>"
"ZIP","Code postal"
"ZIP/Post Code","ZIP/Code postal"
"Zip/Postal Code","Code postal"
"n/a","n/a"
"or","ou"
"JavaScript Template","Gabarit JavaScript"
"Please enter the street.","Veuillez renseigner la rue."
"Please enter the city.","Veuillez renseigner la ville."
"Please enter the telephone number.","Veuillez renseigner le numéro de téléphone."
"Please enter the zip/postal code.","Veuillez renseigner le code postal."
"Please enter the state/province.","Veuillez renseigner le département."
"There are no items in customer's shopping cart at the moment","Aucun article dans le panier du client"
"""%s"" length must be equal to or greater than %s characters.","La longueur de ""%s"" doit être supérieure ou égale à %s caractères."
"""%s"" length must be less than or equal to %s characters.","La longueur de ""%s"" doit être inférieure ou égale à %s caractères."
"Configure","Configurer"
"Excel XML","XML d'Excel"
"Number of Lines in a Street Address","Nombre de lignes dans l'adresse de rue"
"Please enter your email below and we'll send you confirmation link for it.","Saisissez votre email ci-dessous et nous vous enverrons un lien de confirmation."
"'%value%' appears to be a DNS hostname but cannot extract TLD part","'%value%' semble être un nom d'hôte de DNS, mais la partie TLD ne peut pas être extraite"
"'%value%' appears to be a DNS hostname but cannot match TLD against known list","'%value%' semble être un nom d'hôte de DNS, mais la partie TLD ne fait pas partie de la liste des TLD connus."
"'%value%' appears to be a DNS hostname but cannot match against hostname schema for TLD '%tld%'","'%value%' semble être un nom d'hôte de DNS, mais il est impossibile de faire correspondre le schéma de nom d'hôte au TLD '%tld%'."
"'%value%' appears to be a DNS hostname but contains a dash in an invalid position","'%value%' semble être un nom d'hôte de DNS, mais elle contient un tiret à une position incorrecte."
"'%value%' appears to be a DNS hostname but the given punycode notation cannot be decoded","'%value%' semble être un nom d'hôte de DNS, mais la notation punycode donnée ne peut pas être décodée."
"'%value%' appears to be a local network name but local network names are not allowed","'%value%' semble être un nom d'hôte de DNS, mais les noms de réseau local ne sont pas autorisés."
"'%value%' appears to be an IP address, but IP addresses are not allowed","'%value%' semble être une adresse IP, mais celles-ci ne sont pas autorisées."
"'%value%' does not appear to be a valid local network name","'%value%' n'est pas un nom de réseau local valide."
"Customer API","API client"
"Customer email is required","L'email du client est obligatoire"
"Customer website ID must be specified when using the website scope","L'identifiant du site web du client doit être renseigné lorsque la portée du site web est utilisée."
"Forgot Your Password","Mot de passe oublié"
"The group ""%s"" cannot be deleted","Le groupe ""%s"" ne peut pas être effacé"
"This customer email already exists","Cet email client existe déjà"
"Wrong transactional account email type","Le type d'email de compte transactionnel est erroné"
"Based on the VAT ID, the customer would belong to the Customer Group %s.","Selon le numéro de TVA, le client appartiendra au groupe clients %s."
"Cannot save a new password.","Impossible d'enregistrer un nouveau mot de passe."
"Default Value for Disable Automatic Group Changes Based on VAT ID","Valeur par défaut pour la désactivation des changement de groupe automatiques basés sur le numéro de TVA"
"Enable Automatic Assignment to Customer Group","Activer l'assignation automatique à un groupe clients"
"Forgot Password","Mot de passe oublié"
"Forgot and Remind Email Sender","Expéditeur de l'email d'oubli et rappel de mot de passe"
"Gender is required.","Le genre est obligatoire."
"Group for Invalid VAT ID","Groupe pour un numéro de TVA invalide"
"Group for Valid VAT ID - Domestic","Groupe pour un numéro de TVA invalide - Domestique"
"Group for Valid VAT ID - Intra-Union","Groupe pour un numéro de TVA invalide - Intra-Union"
"If there is an account associated with %s you will receive an email with a link to reset your password.","S'il y a un compte associé à l'adresse %s, vous recevrez un email avec un lien pour réinitialiser votre mot de passe."
"If you are a registered VAT customer, please click <a href=""%s"">here</a> to enter you billing address for proper VAT calculation","Si vous êtes un client avec un numéro de TVA enregistré, <a href=""%s"">cliquez ici</a> pour entrer votre adresse de facturation afin de calculer correctement la TVA"
"If you are a registered VAT customer, please click <a href=""%s"">here</a> to enter you shipping address for proper VAT calculation","Si vous êtes un client avec un numéro de TVA enregistré, <a href=""%s"">cliquez ici</a> pour entrer votre adresse de livraison afin de calculer correctement la TVA"
"If you believe this is an error, please contact us at %s","Si vous pensez que c'est une erreur, contactez-nous à %s"
"Invalid billing address for (%s)","Adresse de facturation invalide pour (%s)"
"Invalid email address ""%s"".","Email invalide ""%s""."
"Invalid password reset token.","Jeton de réinitialisation de mot de passe invalide."
"Invalid shipping address for (%s)","Adresse de livraison invalide pour (%s)"
"Invalid website, skipping the record, line: %s","Site web invalide, l'enregistrement de la ligne %s est ignoré"
"Maximum length must be less then %s symbols","La longueur maximale est de %s symboles"
"Missing email, skipping the record, line: %s","Email manquant, l'enregistrement de la ligne %s est ignoré"
"Missing first name, skipping the record, line: %s","Prénom manquant, l'enregistrement de la ligne %s est ignoré"
"Missing last name, skipping the record, line: %s","Nom de famille manquant, l'enregistrement de la ligne %s est ignoré"
"Missing website, skipping the record, line: %s","Site web manquant, l'enregistrement de la ligne %s est ignoré"
"Please enter a number 1 or greater in this field.","Veuillez saisir un nombre supérieur ou égal à 1."
"Please enter a valid date between %s and %s at %s.","Veuillez saisir une date valide comprise entre %s et %s à %s."
"Please enter a valid date equal to or greater than %s at %s.","Veuillez saisir une date valide supérieure ou égale à %s à %s."
"Please enter a valid date less than or equal to %s at %s.","Veuillez saisir une date valide inférieure ou égale à %s à %s."
"Please enter the country.","Veuillez renseigner le pays."
"Please enter the first name.","Veuillez renseigner le prénom."
"Please enter the last name.","Veuillez renseigner le nom de famille."
"Please enter your email address below. You will receive a link to reset your password.","Saisissez votre email ci-dessous. Nous vous enverrons un lien pour réinitialiser votre mot de passe."
"Please make sure your passwords match.","Vérifiez que vos mots de passe concordent."
"Please select a website which contains store view","Veuillez sélectionner un site web qui contienne une vue magasin"
"Recovery Link Expiration Period (days)","Durée avant expiration d'un lien de récupération (en jours)"
"Remind Email Template","Template d'email de rappel"
"Remind Password","Rappel de mot de passe"
"Reset a Password","Réinitialiser un mot de passe"
"Shopping Cart of %1$s - %2$d item(s)","Panier de %1$s - %2$d article(s)"
"Show VAT Number on Frontend","Afficher le numéro de TVA sur le frontend"
"Tax Calculation Based On","Calcul de taxe basé sur"
"The Date of Birth is required.","La date de naissance est obligatoire."
"The TAX/VAT number is required.","Le numéro de TVA est obligatoire."
"The VAT ID entered (%s) is not a valid VAT ID.","Le numéro de TVA saisi (%s) n'est pas un numéro de TVA valide."
"The VAT ID entered (%s) is not a valid VAT ID. The customer would belong to Customer Group %s.","Le numéro de TVA saisi (%s) n'est pas un numéro de TVA valide. Le client appartiendra au groupe %s."
"The VAT ID is valid. The current Customer Group will be used.","Le numéro de TVA est valide. Le groupe client en cours sera utilisé."
"The customer ID and email did not match, skipping the record, line: %s","L'identifiant de client et l'email ne correspondent pas, l'enregistrement de la ligne %s est ignoré"
"The customer email (%s) already exists, skipping the record, line: %s","L'email (%s) existe déjà dans la base clients, l'enregistrement de la ligne %s est ignoré"
"The customer is currently assigned to Customer Group %s.","Le client est actuellement assigné au groupe client %s."
"The first name cannot be empty.","Le prénom ne peut pas être vide."
"The last name cannot be empty.","Le nom de famille ne peut pas être vide."
"The minimum password length is %s","La longueur minimale du mot de passe est %s"
"The password cannot be empty.","Le mot de passe ne peut pas être vide."
"There was an error validating the VAT ID.","Erreur lors de la validation du numéro de TVA."
"There was an error validating the VAT ID. The customer would belong to Customer Group %s.","Erreur lors de la validation du numéro de TVA. Le client appartiendra au groupe client %s."
"To show VAT number on frontend, set Show VAT Number on Frontend option to Yes.","Pour afficher le numéro de TVA dans le frontend, réglez l'option d'affichage du numéro de TVA dans le frontend à Oui."
"VAT Number","Numéro de TVA"
"VAT Request Date","Date de demande de TVA"
"VAT Request Identifier","Identifiant de demande de TVA"
"Validate VAT Number","Valider le numéro de TVA"
"Validate on Each Transaction","Valider à chaque transaction"
"Validation Error Group","Groupe d'erreur de validation"
"Would you like to change the Customer Group for this order?","Souhaitez-vous changer le groupe client pour cette commande ?"
"You will be charged tax.","La TVA vous sera appliquée."
"You will not be charged tax.","La TVA ne vous sera pas appliquée."
"Your Tax ID cannot be validated.","Votre numéro de TVA ne peut pas être validé."
"Your VAT ID was successfully validated.","Votre numéro de TVA a bien été validé."
"Your password has been updated.","Votre mot de passe a été mis à jour."
"Your password reset link has expired.","Le lien de réinitialisation de mot de passe a expiré."
"Enter your tax number","Renseignez votre numéro de TVA"
"Validate","Valider"
"%s was added to your shopping cart.","%s a été ajouté à votre panier."
"* Required Fields","* Champs obligatoires"
"Add New Address","Ajouter une nouvelle adresse"
"Add New Condition","Créer des CGV"
"Add to Cart","Ajouter au panier"
"Add to Compare","Ajouter au comparateur"
"Add to Wishlist","Ajouter à la liste d'envies"
"Additional Product Info","Complément d'information de produit"
"Address","Adresse"
"Address %s of %s","Adresse <span class=""shipment-count"">%s</span> sur %s"
"After Adding a Product Redirect to Shopping Cart","Rediriger vers le panier après l'ajout d'un produit"
"Allow Guest Checkout","Autoriser le passage de commande en tant qu'invité"
"Already registered?","Vous avez déjà un compte ?"
"An error occurred in the process of payment","Une erreur est survenue dans le process de paiement"
"An error occurred while deleting this condition.","Erreur lors de la suppression de cette condition."
"An error occurred while saving this condition.","Erreur lors de la sauvegarde de cette condition."
"Apply Coupon","Utiliser un bon de réduction"
"Are you sure you would like to remove this item from the shopping cart?","Êtes-vous sûr(e) de vouloir retirer cet article du panier ?"
"Back","Retour"
"Back to Billing Information","Retour aux informations de facturation"
"Back to Select Addresses","Retour à la sélection d'adresses"
"Back to Shipping Information","Retour aux informations de livraison"
"Back to Shopping Cart","Retour au panier"
"Based on your selection, you may be interested in the following items:","D'après votre sélection, les articles suivants pourraient vous intéresser :"
"Billing Address","Adresse de facturation"
"Billing Information","Informations de facturation"
"Billing Information - %s","Informations de facturation - %s"
"Cancel Coupon","Annuler le bon de réduction"
"Cannot add item to the shopping cart.","Impossible d'ajouter l'article au panier."
"Cannot add the item to shopping cart","Impossible d'ajouter l'article au panier."
"Cannot add the item to shopping cart.","Impossible d'ajouter le produit au panier"
"Cannot apply the coupon code.","Impossible d'appliquer le coupon de réduction."
"Cannot open the overview page","Impossible d'ouvrir la page de résumé."
"Cannot remove the item.","Impossible d'enlever l'article."
"Cannot update shopping cart.","Impossible de mettre à jour le panier."
"Card Verification Number Visual Reference","Référence visuelle numérique de vérification de carte"
"Cart Api","API de panier"
"Cart Subtotal:","Sous-total du panier :"
"Change","Modifier"
"Change Billing Address","Modifier l'adresse de facturation"
"Checkbox Text","Texte de la case à cocher"
"Checkout","Commander"
"Checkout Conditions","Conditions de commande"
"Checkout Method","Mode de commande"
"Checkout Options","Options de règlement"
"Checkout Progress Wrapper","Conteneur de progression de commande"
"Checkout Section","Section règlement"
"Checkout Terms and Conditions","Conditions générales de ventes"
"Checkout as Guest","Régler en tant qu'invité"
"Checkout as a Guest or Register","Régler en tant qu'invité ou s'enregistrer"
"Checkout with Multiple Addresses","Livrer à plusieurs adresses"
"City","Ville"
"Click <a href=""%s"" onclick=""this.target=\'_blank\'"">here to print</a> a copy of your order confirmation.","Cliquez <a href=""%s"" onclick=""this.target='_blank'"">ici pour imprimer</a> une copie de votre confirmation de commande."
"Click <a href=""%s"">here</a> to continue shopping.","Cliquez <a href=""%s"">ici</a> pour continuer vos achats."
"Close","Fermer"
"Company","Société"
"Condition Name","Nom de la condition"
"Configurable Product Image","Image de produit configurable"
"Confirm Password","Confirmer le mot de passe"
"Content","Contenu"
"Content Height","Hauteur du contenu"
"Content Height (css)","Hauteur du contenu (CSS)"
"Continue","Continuer"
"Continue Shopping","Continuer vos achats"
"Continue to Billing Information","Poursuivre vers les informations de facturation"
"Continue to Review Your Order","Poursuivre pour vérifier votre commande"
"Continue to Shipping Information","Poursuivre vers les informations de livraison"
"Country","Pays"
"Coupon code ""%s"" is not valid.","Le code de réduction ""%s"" n'est pas valide."
"Coupon code ""%s"" was applied.","Le coupon de réduction ""%s"" a été appliqué."
"Coupon code was canceled.","Le coupon de réduction a été annulé."
"Create Billing Address","Créer une adresse de facturation"
"Create Shipping Address","Créer une adresse de livraison"
"Create shopping cart","Créer un panier"
"Data saving problem","Problème lors de la sauvegarde des données"
"Default Billing","Facturation par défaut"
"Default Shipping","Livraison par défaut"
"Delete Condition","Supprimer la condition"
"Details","Détails"
"Disabled","Désactivé"
"Discount Codes","Codes de remises"
"Display Cart Summary","Afficher le résumé du panier"
"Display Shopping Cart Sidebar","Afficher la barre latérale du panier"
"Display item quantities","Afficher la quantité totale d'articles dans le panier"
"Display number of items in cart","Afficher le nombre de produits différents dans le panier"
"Easy access to your order history and status","Consultez et suivez vos commandes"
"Edit","Éditer"
"Edit Address","Éditer l'adresse"
"Edit Billing Address","Éditer l'adresse de facturation"
"Edit Items","Modifier les articles"
"Edit Shipping Address","Éditer l'adresse de livraison"
"Edit Terms and Conditions","Éditer les conditions générales de ventes"
"Edit Your Cart","Modifiez votre panier"
"Email Address","Adresse mail"
"Enable Onepage Checkout","Activer le passage de commande en une seule page"
"Enable Terms and Conditions","Activer les conditions générales de vente"
"Enabled","Activé"
"Enter a New Address","Saisir une nouvelle adresse"
"Enter your coupon code if you have one.","Saisissez votre code de réduction"
"Enter your destination to get a shipping estimate.","Choisissez votre destination pour estimer les frais de port"
"Estimate Shipping and Tax","Estimer la livraison et la TVA"
"Excl. Tax","HT"
"Fast and easy check out","Commander plus vite et plus facilement"
"Fax","Fax"
"Forgot an Item?","Vous avez oublié un article ?"
"Forgot your password?","Mot de passe oublié ?"
"Get a Quote","Obtenir une estimation"
"Grand Total:","Montant global :"
"Grouped Product Image","Image de produit groupé"
"HTML","HTML"
"ID","ID"
"Incl. Tax","TTC"
"Invalid method: %s","Méthode invalide : %s"
"Item not found or already ordered","Produit non trouvé ou déjà commandé"
"Items","Articles"
"Items Before","Articles avant"
"Load customer quote error","Erreur lors du chargement du panier client"
"Loading next step...","Chargement en cours de l'étape suivante..."
"Login","Connexion"
"Login/Registration Before","Connexion/inscription avant"
"Manage Checkout Terms and Conditions","Gérer les conditions générales de ventes"
"Maximum Display Recently Added Item(s)","Nombre maxi d'articles récemment ajoutés à afficher"
"Maximum qty allowed for Shipping to multiple addresses is %s","La quantité maxi autorisée pour la livraison à plusieurs adresses est %s"
"Move to Wishlist","Ajouter à la <br/>liste d'envies"
"Multishipping Checkout","Commande à livraisons multiples"
"Multishipping Checkout Address (Any) Form","Formulaire de commande à livraisons multiples"
"Multishipping Checkout Billing Address Creation","Création d'adresse de facturation pour la commande à livraisons multiples"
"Multishipping Checkout Billing Address Edit Form","Formulaire de modification d'adresse de facturation pour la commande à livraisons multiples"
"Multishipping Checkout Billing Address Selection","Sélection d'adresse de facturation pour la commande à livraisons multiples"
"Multishipping Checkout Billing Information Step","Étape d'informations de facturation pour la commande à livraisons multiples"
"Multishipping Checkout Customer Address Edit Form","Formulaire de modification d'adresse client pour la commande à livraisons multiples"
"Multishipping Checkout Overview","Aperçu de commande à livraisons multiples"
"Multishipping Checkout Shipping Address Creation","Création d'adresse de livraison pour la commande à livraisons multiples"
"Multishipping Checkout Shipping Address Edit Form","Formulaire de modification d'adresse de livraison pour la commande à livraisons multiples"
"Multishipping Checkout Shipping Address Selection","Sélection d'adresse de livraison pour la commande à livraisons multiples"
"Multishipping Checkout Shipping Information Step","Étape d'informations de livraison pour la commande à livraisons multiples"
"Multishipping Checkout Success","Commande à livraisons multiples réussie"
"My Cart","Mon panier"
"My Cart (%s item)","Mon panier (%s article)"
"My Cart (%s items)","Mon panier (%s articles)"
"My Cart Link","Lien vers mon panier"
"New Address","Nouvelle adresse"
"New Condition","Nouvelle condition"
"One Page Checkout","Passage de commande en une seule page"
"One Page Checkout Failure","Échec du passage de commande en une seule page"
"One Page Checkout Overview","Résumé de commande en une seule page"
"One Page Checkout Success","Réussite du passage de commande en une seule page"
"Order #","Commande n°"
"Order # ","Commande n° "
"Order Review","Vérification de commande"
"Order Success","Confirmation"
"Other Items in Your Order","Autres articles dans votre commande"
"Overview Items After","Aperçu des articles après"
"Password","Mot de passe"
"Payment Failed Email Reciever","Destinataire du mail d'erreur de paiement"
"Payment Failed Email Sender","Expéditeur du mail d'erreur de paiement"
"Payment Failed Emails","Emails d'erreur de paiement"
"Payment Failed Template","Gabarit d'erreur de paiement"
"Payment Information","Informations de paiement"
"Payment Method","Mode de paiement"
"Payment Methods After Checkout Button","Bouton de modes de paiement de fin de commande"
"Payment Methods Before Checkout Button","Bouton de modes de paiement de début de commande"
"Payment method is not defined","Le mode de paiement n'est pas défini"
"Payment profile # %s: ""%s"".","Profil de paiement n°%s : ""%s""."
"Place Order","Passez la commande"
"Please agree to all Terms and Conditions before placing the order.","Veuillez accepter les conditions générales de ventes avant de valider la commande."
"Please agree to all Terms and Conditions before placing the orders.","Veuillez accepter les conditions générales de ventes avant de valider les commandes."
"Please agree to all the terms and conditions before placing the order.","Veuillez accepter les conditions générales de ventes avant de valider la commande."
"Please log in below:","Veuillez vous identifier :"
"Please select region, state or province","Sélectionnez un département / état"
"Please select shipping address for applicable items","Choisissez une adresse de livraison pour chaque article"
"Please select shipping methods for all addresses","Sélectionnez les modes de livraison pour toutes les adresses"
"Price","Prix"
"Proceed to Checkout","Commander"
"Product","Produit"
"Product Name","Nom du produit"
"Qty","Qté"
"Quantity was recalculated from %d to %d","La quantité a été recalculée de %d à %d"
"Quote Lifetime (days)","Durée de vie du panier (en jours)"
"Recently added item(s)","Derniers articles ajoutés"
"Register","S'enregistrer"
"Register and save time!","Gagnez du temps !"
"Register to Create an Account","Enregistrez-vous pour créer un compte"
"Register with us for future convenience:","Enregistrez-vous et profitez de nombreux avantages :"
"Remove Item","Supprimer l'article"
"Remove This Item","Supprimer cet élément"
"Remove item","Retirer l'article"
"Review Order","Vérifier la commande"
"Review Order - %s","Vérifier la commande - %s"
"Sales","Ventes"
"Save Condition","Sauvegarder la condition"
"Save in address book","Enregistrer dans le carnet d'adresses"
"Select Address","Sélectionner une adresse"
"Select Addresses","Choix des adresses"
"Select Shipping Method","Sélectionner le mode de livraison"
"Select State/Province...","Choisissez une région"
"Select a billing address from your address book or enter a new address.","Choisissez une adresse de facturation dans votre carnet d'adresses ou saisissez une nouvelle adresse."
"Select a shipping address from your address book or enter a new address.","Choisissez une adresse de livraison dans votre carnet d'adresses ou saisissez une <a href=""#"" onclick=""shipping.newAddress(true); return false;"">nouvelle adresse</a>."
"Send Payment Failed Email Copy Method","Envoyer une copie du mail d'erreur de paiement en utilisant la méthode"
"Send Payment Failed Email Copy To","Envoyer une copie du mail d'erreur de paiement à"
"Send To","Envoyer à"
"Separate by "","".","Séparé par des virgules."
"Ship to Multiple Addresses","Livrer à plusieurs adresses"
"Ship to different address","Livrer à une autre adresse"
"Ship to this address","Livrer à cette adresse"
"Shipping Address","Adresse de livraison"
"Shipping Information","Informations de livraison"
"Shipping Method","Mode de livraison"
"Shipping Methods","Modes de livraison"
"Shipping To","Livraison à"
"Shipping method has not been selected yet","Le mode de livraison n'a pas encore été choisi"
"Shipping selection is not applicable.","Le choix de livraison n'est pas applicable."
"Shopping Cart","Panier"
"Shopping Cart Form Before","Avant le formulaire du panier"
"Shopping Cart Sidebar","Barre latérale du panier"
"Shopping Cart Sidebar Extra Actions","Actions supplémentaires de la barre latérale du panier"
"Shopping Cart is Empty","Le panier est vide"
"Show Content as","Afficher le contenu comme"
"Some of the requested products are not available in the desired quantity.","Certains produits ne sont pas disponibles dans les quantités demandées."
"Some of the requested products are unavailable.","Certains produits demandés ne sont plus disponibles."
"Some products quantities were recalculated because of quantity increment mismatch","Les quantités de certains produits ont été recalculées car elles ne respectaient pas le multiple de quantité"
"Sorry, no quotes are available for this order at this time.","Aucun mode de livraison n'est disponible pour votre adresse."
"State/Province","État/Région"
"Status","Statut"
"Store View","Vue magasin"
"Street Address","Adresse"
"Street Address %s","Rue - Voie – Bât. %s"
"Submitting order information...","Les informations de commande sont en cours d'envoi..."
"Subtotal","Sous-total"
"Telephone","Téléphone"
"Terms and Conditions","Conditions générales de ventes"
"Terms and Conditions Information","Informations de conditions générales de ventes"
"Terms and conditions","Conditions générales de ventes"
"Text","Texte"
"Thank you for your purchase!","Merci de votre achat !"
"The condition has been deleted","La condition a été supprimée."
"The condition has been saved.","La condition a été sauvegardée."
"The onepage checkout is disabled.","Le passage de commande en une seule page est désactivé."
"The product could not be found.","Le produit n'a pas été trouvé."
"The product does not exist.","Le produit n'existe pas."
"There are <a href=""%s"">%s items</a> in your cart.","Il y a <a href=""%s"">%s articles</a> dans votre panier."
"There is <a href=""%s"">1 item</a> in your cart.","Il y a <a href=""%s""><strong>1 article</strong></a> dans votre panier."
"There was an error processing your order. Please contact us or try again later.","Erreur lors du traitement de votre commande, veuillez réessayer plus tard."
"This condition no longer exists.","Cette condition n'existe plus."
"Total","Total"
"Total for this address","Total pour cette adresse"
"Unable to set Payment Method.","Impossible de choisir ce mode de paiement."
"Unit Price","Prix unitaire"
"Update Qty &amp; Addresses","Mettre à jour les quantités et adresses"
"Update Shopping Cart","Mettre à jour le panier"
"Update Total","Mettre à jour le total"
"Use Billing Address","Utiliser l'adresse de facturation"
"We are processing your order and you will soon receive an email with details of the order. Once the order has shipped you will receive another email with a link to track its progress.","Votre commande est en cours de traitement et vous recevrez bientôt un mail avec les détails de la commande. Quand la commande sera expédiée, vous recevrez un autre mail avec un lien pour suivre l'avancement de la livraison."
"You have no items in your shopping cart.","Votre panier est vide."
"You will receive an order confirmation email with details of your order and a link to track its progress.","Vous allez recevoir un mail de confirmation avec les détails de votre commande ainsi qu'un lien pour suivre son avancement."
"Your Checkout Progress","Avancement de votre commande"
"Your billing agreement # is: %s.","Votre n° d'entente de facturation est : %s."
"Your order # is: %s.","Votre n° de commande est : %s."
"Your order has been received","Votre commande a été reçue"
"Your order number is ","Votre numéro de commande est "
"Your recurring payment profiles:","Vos profils de paiement périodiques :"
"Zip/Postal Code","Code postal"
"osCommerce Orders","Commandes osCommerce"
"There is already a customer registered using this email address. Please login using this email address or enter a different email address to register your account.","Il existe déjà un client pour cet email. Veuillez vous connecter avec cet email ou utiliser un autre email pour vous inscrire."
"%s was updated in your shopping cart.","%s a été mis à jour dans votre panier."
"Add coupon code for shopping cart","Ajouter un code de réduction"
"Add product to shopping cart","Ajouter le produit au panier"
"Add product(s) to shopping cart","Ajouter le(s) produit(s) au panier"
"Cannot configure product.","Impossible de configurer le produit."
"Cannot process the item.","Impossible de traiter l'élément."
"Cannot update the item.","Impossible de mettre à jour l'élément."
"Cart Product Api","API de produit du panier"
"Click <a href=""%s"" onclick=""this.target='_blank'"">here to print</a> a copy of your order confirmation.","Cliquez <a href=""%s"" onclick=""this.target='_blank'"">ici pour imprimer</a> une copie de votre confirmation de commande."
"Configure Cart Item","Configurer l'article"
"Create an order from shopping cart","Créer une commande à partir du panier"
"Customer Information","Informations client"
"Customer's information","Informations du client"
"Display number of items in wishlist","Afficher le nombre de produits dans la liste d'envies"
"Edit item","Éditer l'article"
"Edit item parameters","Éditer les paramètres de l'article"
"Get list of available payment methods","Récupérer la liste des moyens de paiement disponibles"
"Get list of available shipping methods","Récupérer la liste des modes de livraison disponibles"
"Get list of products in shopping cart","Récupérer la liste des produits dans le panier"
"Get terms and conditions","Récupérer les CGV"
"Get total prices for shopping cart","Récupérer les totaux pour le panier"
"Items After","Articles après"
"Payment method information","Informations de mode de paiement"
"Payment methods in shopping cart","Modes de paiement dans le panier"
"Products","Produits"
"Qty:","Qté :"
"Quote item does not exist.","L'article n'existe pas."
"Quote item is not found.","L'article n'a pas été trouvé."
"Remove coupon code from shopping cart","Supprimer le code de réduction du panier"
"Remove product from shopping cart","Retirer l'article du panier"
"Remove product(s) from shopping cart","Retirer l'(les) article(s) du panier"
"Retrieve information about shopping cart","Récupérer les informations du panier"
"Set customer for shopping cart","Renseigner le client pour le panier"
"Set customer's addresses in shopping cart","Renseigner les adresses du client dans le panier"
"Set payment method","Choisir le mode de paiement"
"Set shipping method","Choisir le mode de livraison"
"Shipping information","Informations de livraison"
"Shipping methods in shopping cart","Modes de livraison dans le panier"
"Shopping cart ability to set coupon code","Capacité du panier à renseigner le code de réduction"
"Update Cart","Mettre à jour le panier"
"Update product quantities in shopping cart","Mettre à jour les quantités du produit dans le panier"
"Update product(s) quantities in shopping cart","Mettre à jour les quantités du (des) produit(s) dans le panier"
"Your order number is","Votre numéro de commande est"
"Separate by "","".","Separate by "","Séparer par "",""."
"Add gift messages to shopping cart","Ajouter des messages cadeau au panier"
"Cart Product API","API de produit du panier"
"Gift Message","Message du cadeau"
"ORDER TOTAL WILL BE DISPLAYED BEFORE YOU SUBMIT THE ORDER","LE TOTAL DE LA COMMANDE S'AFFICHERA AVANT LA CONFIRMATION DE COMMANDE"
"One item of products do not have identifier or sku","Un produit n'a pas d'identifiant ou de référence (sku)."
"One item of products is not belong any of quote item","Un produit n'appartient à aucun des éléments du devis"
"Order place error.","Erreur lors de la création de commande."
"See price before order confirmation.","Voir le prix avant la confirmation de la commande"
"What's this?","Qu'est-ce que c'est ?"
"Clear Shopping Cart","Vider le panier"
"Customer Address is not valid.","L'adresse du client n'est pas valide."
"Edit Condition","Éditer la condition"
"Invalid checkout type.","Type de passage de commande invalide."
"Invalid data.","Données non valides"
"Invalid email address ""%s""","L'email ""%s"" est invalide"
"Invalid shipping method.","Méthode de livraison non valide"
"Manage Terms and Conditions","Gérer les CGV"
